Qurter,Data,Day_of_sale,Day_of_week,Category,ID,Earnings,Downloads
Q1,February-17,02/01/2017,Wednesday,subscription,530957158,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,530957245,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,465268094,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,533553721,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,538990801,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,538992163,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,538992964,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,540265582,0.33,1
Q1,February-17,02/02/2017,Thursday,onDemand,495922810,2.48,1
Q1,February-17,02/02/2017,Thursday,subscription,525270229,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,526216912,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,483647812,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,530259463,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,465268082,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,530957233,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,530957245,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,532396561,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,532396600,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,538991932,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,538992079,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,538992226,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,538992271,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,538992349,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,542901553,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,542901589,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,549069637,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,551877244,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,554342992,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,564627832,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,485515309,0.66,2
Q1,February-17,02/02/2017,Thursday,subscription,530957212,0.66,2
Q1,February-17,02/02/2017,Thursday,subscription,526216933,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,485515516,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,489115621,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,490148212,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,492514951,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,493134325,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,496159978,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,496605874,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,499579768,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,500116654,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,500116774,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,501306991,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,503859028,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,507372229,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,507990349,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,510749302,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,511329247,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,524458519,0.33,1
Q1,January-17,01/27/2017,Fraiday,onDemand,523611499,2.48,1
Q1,February-17,02/03/2017,Fraiday,subscription,525270229,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,525270235,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,493134127,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,525270427,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,525270532,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,487212202,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,530259526,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,530957158,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,533546932,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,533547001,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,536508688,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,538944442,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,538992163,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,540265615,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,542887678,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,542901430,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,542901505,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,542901517,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,553607740,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,557260336,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,565305823,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,566024590,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,567014959,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,567015313,0.33,1
Q1,February-17,02/02/2017,Thursday,subscription,485515477,0.33,1
Q1,February-17,02/03/2017,Fraiday,enhanced,524458558,16.00,1
Q1,February-17,02/03/2017,Fraiday,subscription,567014974,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,567487132,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,568224889,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,493134181,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,496159978,0.99,3
Q1,February-17,02/03/2017,Fraiday,subscription,493134382,0.66,2
Q1,February-17,02/03/2017,Fraiday,subscription,495922810,0.66,2
Q1,February-17,02/03/2017,Fraiday,subscription,525270400,0.66,2
Q1,February-17,02/03/2017,Fraiday,subscription,525270616,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,485515309,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,489115621,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,492514855,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,497764717,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,497806429,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,500116807,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,503859142,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,503859172,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,504521215,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,507371998,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,507990925,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,508654753,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,508655149,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,509926240,0.33,1
Q1,February-17,02/03/2017,Fraiday,subscription,524458519,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,532396600,0.66,2
Q1,February-17,02/04/2017,Saturday,subscription,489641977,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,497764717,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,523611394,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,524460907,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,532396561,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,538992865,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,540265582,0.33,1
Q1,February-17,02/04/2017,Saturday,subscription,569936317,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,549069649,1.32,4
Q1,February-17,02/06/2017,Monday,subscription,495922810,0.99,3
Q1,February-17,02/06/2017,Monday,subscription,508655170,0.99,3
Q1,February-17,02/06/2017,Monday,subscription,507990490,0.66,2
Q1,February-17,02/06/2017,Monday,subscription,524458519,0.66,2
Q1,February-17,02/06/2017,Monday,subscription,520205938,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,492514666,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,493134232,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,465449201,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,495922975,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,495923029,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,495923059,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,495923104,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,495923113,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,496159978,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,496605715,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,497764714,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,497764717,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,497764720,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,497764735,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,497806429,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,497806444,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,498340039,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,505699012,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507371983,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507372169,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507990361,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507990406,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507990415,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,483121000,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507990571,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507990604,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,507990925,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,508655164,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,483647803,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,513206785,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,513578737,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,482079316,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,487784407,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,524458558,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,540265741,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,542901589,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,489115621,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,555125401,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,555125587,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,555125623,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,567014953,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,567015292,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,567487396,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,572415256,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,572553919,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,490148212,0.33,1
Q1,February-17,02/06/2017,Monday,onDemand,501306913,2.48,1
Q1,February-17,02/05/2017,Sunday,subscription,490148212,0.66,2
Q1,February-17,02/05/2017,Sunday,subscription,508655170,0.66,2
Q1,February-17,02/05/2017,Sunday,subscription,485515309,0.66,2
Q1,February-17,02/05/2017,Sunday,subscription,538990801,0.66,2
Q1,February-17,02/05/2017,Sunday,subscription,523611394,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,494636776,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,495922810,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,479132479,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,511329283,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,493134289,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,525270400,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,526216924,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,533546980,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,533547001,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,533547025,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,538990621,0.33,1
Q1,February-17,02/05/2017,Sunday,subscription,494236009,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,525270235,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,525270265,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,525270595,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,525403246,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,526216927,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,526216945,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,529494940,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,529765240,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,530259355,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,530259406,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,530259442,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,530259511,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,530260390,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,530260414,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,530957227,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,538990519,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,538990657,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,538990807,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,540265576,0.33,1
Q1,February-17,02/06/2017,Monday,subscription,540265669,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,520206694,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,489115816,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,523611346,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,524458519,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,524458558,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,493134382,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,529765171,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,530259424,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,530259541,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,538990558,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,494235961,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,542901589,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,567014974,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,567015268,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,567015292,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,567015313,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,572415346,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,572553256,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,572553337,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,572553682,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,572553874,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,572553892,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,572553934,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,549812395,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,549812473,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,551132902,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,553607842,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,555125401,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,557998612,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,564086485,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,565305775,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,565305874,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,489642025,0.33,1
Q1,February-17,02/01/2017,Wednesday,subscription,497183122,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,508655170,1.32,4
Q1,February-17,02/07/2017,Tuesday,subscription,485515330,0.66,2
Q1,February-17,02/07/2017,Tuesday,subscription,485515438,0.66,2
Q1,February-17,02/07/2017,Tuesday,subscription,495922810,0.66,2
Q1,February-17,02/07/2017,Tuesday,subscription,485515309,0.66,2
Q1,February-17,02/07/2017,Tuesday,subscription,525270469,0.66,2
Q1,February-17,02/07/2017,Tuesday,subscription,540265633,0.66,2
Q1,February-17,02/07/2017,Tuesday,subscription,521108125,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,480328699,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,497764720,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,499579615,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,501819502,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,503859127,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,503859172,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,504521263,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,505698898,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,505699219,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,508654867,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,485515516,0.33,1
Q1,February-17,02/07/2017,Tuesday,subscription,508655221,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,525270646,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,529765255,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,532396579,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,540265582,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,542887789,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,551877763,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,551878354,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,552744367,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,567487375,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,572415256,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,572415679,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,572416162,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,572553508,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,572553643,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,487784380,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,501306898,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,542901517,0.99,3
Q1,February-17,02/09/2017,Thursday,subscription,496159978,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,509926300,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,524458519,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,485515309,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,493134382,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,532396600,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,538943977,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,538992079,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,525270400,0.66,2
Q1,February-17,02/09/2017,Thursday,subscription,524460739,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,493134184,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,465268094,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,495922810,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,485515390,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,498340006,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,503859028,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,507990511,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508654753,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508654987,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508655170,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508655221,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508655233,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508655248,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508655272,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,508655281,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,485515507,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,511329277,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,511329370,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,524458357,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,487784140,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,524458558,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,524460733,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,487784296,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,524460898,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,524461018,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,487784362,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,526216945,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,529765240,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,530259463,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,485515309,1.32,4
Q1,February-17,02/08/2017,Wednesday,subscription,495922810,1.32,4
Q1,February-17,02/08/2017,Wednesday,subscription,508654753,1.32,4
Q1,February-17,02/08/2017,Wednesday,subscription,493134382,0.66,2
Q1,February-17,02/08/2017,Wednesday,subscription,508655170,0.66,2
Q1,February-17,02/08/2017,Wednesday,subscription,525270400,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,505188958,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,505699171,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,490148266,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,482079316,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,508655221,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,508655287,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,509926258,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,514688482,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,517372495,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,520205989,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,523611364,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,524458519,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,525270241,0.33,1
Q1,February-17,02/08/2017,Wednesday,subscription,482640847,0.33,1
Q1,February-17,02/09/2017,Thursday,onDemand,532396561,2.48,1
Q1,February-17,02/09/2017,Thursday,subscription,572415643,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,572553301,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,574490548,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,493134154,0.33,1
Q1,February-17,02/08/2017,Wednesday,onDemand,493134184,2.48,1
Q1,February-17,02/08/2017,Wednesday,onDemand,495922810,2.48,1
Q1,February-17,02/10/2017,Fraiday,onDemand,532396600,2.48,1
Q1,February-17,02/10/2017,Fraiday,subscription,508654753,0.66,2
Q1,February-17,02/10/2017,Fraiday,subscription,508655170,0.66,2
Q1,February-17,02/10/2017,Fraiday,subscription,529765195,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,497183368,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,499579696,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,504521263,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,507372115,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,465449201,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,490148212,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,508655221,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,524458519,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,524460994,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,483647788,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,530259355,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,533546932,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,538990615,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,542901520,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,562341319,0.33,1
Q1,February-17,02/10/2017,Fraiday,subscription,495922810,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,530259517,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,530259541,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,530259586,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,530260360,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,487784425,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,533546932,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,535074799,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,487784848,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,538990765,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,489115789,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,542887699,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,542901049,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,490148212,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,549069649,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,552744367,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,553607668,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,562340818,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,565305775,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,569121103,0.33,1
Q1,February-17,02/09/2017,Thursday,subscription,570671845,0.33,1
Q1,February-17,02/12/2017,Sunday,onDemand,532396600,2.48,1
Q1,February-17,02/12/2017,Sunday,subscription,496159978,0.66,2
Q1,February-17,02/12/2017,Sunday,subscription,525270400,0.66,2
Q1,February-17,02/12/2017,Sunday,subscription,492514936,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,495923209,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,485515309,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,508654753,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,509204983,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,509926294,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,523611316,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,492514738,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,492514711,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,538990486,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,538992124,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,541710136,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,542901517,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,542901520,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,572553601,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,576564988,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,577446235,0.33,1
Q1,February-17,02/12/2017,Sunday,subscription,577446283,0.33,1
Q1,February-17,02/11/2017,Saturday,onDemand,495922810,2.48,1
Q1,February-17,02/13/2017,Monday,subscription,517372519,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,521108257,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,523611364,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,524458519,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,496605844,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,525270223,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,525270400,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,525270445,0.33,1
Q1,February-17,02/13/2017,Monday,subscription,525270616,0.33,1
